,Country name,year,Life Ladder,Log GDP per capita,Social support,Healthy life expectancy at birth,Freedom to make life choices,Generosity,Perceptions of corruption
593,Mali,2016,4.016,7.695,0.836,50.7,0.696,-0.07,0.862
594,Benin,2016,4.007,7.992999999999999,0.493,53.5,0.78,-0.065,0.838
595,Egypt,2018,4.005,9.338,0.759,61.7,0.682,-0.215,
596,Uganda,2017,4.001,7.638,0.74,55.3,0.772,0.06,0.816
597,Comoros,2018,3.9730000000000003,8.027999999999999,0.621,57.2,0.56,0.086,0.794
598,Zambia,2017,3.9330000000000003,8.156,0.7440000000000001,54.8,0.823,0.14,0.74
599,Egypt,2017,3.929,9.307,0.638,61.4,0.593,-0.152,
600,Togo,2016,3.8789999999999996,7.306,0.509,53.9,0.73,-0.006999999999999999,0.815
601,Malawi,2019,3.8689999999999998,6.966,0.5489999999999999,58.3,0.765,0.004,0.68
602,Yemen,2016,3.826,7.715,0.775,55.1,0.5329999999999999,-0.151,
603,Haiti,2017,3.824,7.475,0.647,55.5,0.484,0.381,0.647
604,India,2018,3.818,8.779,0.638,60.1,0.89,0.085,0.805
605,Lesotho,2016,3.8080000000000003,7.952999999999999,0.7979999999999999,46.6,0.7290000000000001,-0.099,0.743
606,Lesotho,2017,3.795,7.931,0.769,47.3,0.757,-0.145,0.797
607,Tanzania,2020,3.786,7.881,0.74,58.5,0.83,0.295,0.521
608,Burundi,2018,3.775,6.635,0.485,53.4,0.6459999999999999,-0.024,0.599
609,Zimbabwe,2016,3.735,7.984,0.768,54.4,0.733,-0.095,0.7240000000000001
610,Madagascar,2016,3.6630000000000003,7.356,0.746,58.3,0.57,-0.069,0.8640000000000001
611,Tanzania,2019,3.64,7.886,0.687,58.0,0.85,0.1,0.589
612,Zimbabwe,2017,3.638,8.016,0.754,55.0,0.753,-0.098,0.7509999999999999
613,Zimbabwe,2018,3.616,8.049,0.775,55.6,0.763,-0.068,0.8440000000000001
614,Haiti,2018,3.615,7.477,0.5379999999999999,55.7,0.591,0.42200000000000004,0.72
615,Guinea,2016,3.603,7.721,0.675,52.2,0.726,-0.055999999999999994,0.8029999999999999
616,Rwanda,2018,3.5610000000000004,7.644,0.616,61.1,0.924,0.057,0.16399999999999998
617,Lesotho,2019,3.512,7.926,0.79,48.7,0.716,-0.131,0.915
618,Botswana,2017,3.505,9.756,0.768,58.2,0.8170000000000001,-0.248,0.731
619,Botswana,2016,3.4989999999999997,9.748,0.768,57.5,0.852,-0.253,0.7290000000000001
620,Malawi,2016,3.4760000000000004,6.932,0.524,56.2,0.81,0.066,0.8240000000000001
621,Central African Republic,2017,3.4760000000000004,6.817,0.32,45.2,0.645,0.073,0.89
622,Botswana,2019,3.471,9.785,0.774,59.6,0.833,-0.239,0.792
623,Botswana,2018,3.4610000000000003,9.777999999999999,0.795,58.9,0.818,-0.254,0.807
624,Sierra Leone,2019,3.447,7.449,0.611,52.4,0.718,0.07400000000000001,0.8740000000000001
625,Tanzania,2018,3.445,7.859,0.675,57.5,0.807,0.153,0.612
626,Malawi,2017,3.417,6.945,0.555,56.9,0.848,0.025,0.735
627,Liberia,2016,3.355,7.324,0.643,54.5,0.763,0.033,0.9009999999999999
628,Haiti,2016,3.352,7.477,0.584,55.3,0.304,0.29100000000000004,0.8390000000000001
629,Tanzania,2017,3.347,7.836,0.705,57.0,0.8,0.11599999999999999,0.654
630,Malawi,2018,3.335,6.949,0.528,57.6,0.799,0.073,0.7659999999999999
631,Rwanda,2016,3.333,7.5760000000000005,0.665,59.9,0.9109999999999999,0.025,0.159
632,Zambia,2019,3.307,8.155,0.638,55.8,0.8109999999999999,0.077,0.8320000000000001
633,Rwanda,2019,3.2680000000000002,7.707999999999999,0.489,61.7,0.8690000000000001,0.064,0.168
634,Yemen,2017,3.2539999999999996,7.577999999999999,0.79,55.9,0.595,-0.147,
635,India,2019,3.2489999999999997,8.818,0.561,60.5,0.8759999999999999,0.11199999999999999,0.752
636,Zimbabwe,2020,3.16,7.829,0.7170000000000001,56.8,0.643,-0.009000000000000001,0.789
637,Rwanda,2017,3.108,7.587999999999999,0.517,60.5,0.9079999999999999,0.051,0.214
638,Tanzania,2016,2.903,7.8,0.638,56.5,0.775,0.179,0.7390000000000001
639,Afghanistan,2018,2.694,7.692,0.508,52.6,0.374,-0.094,0.9279999999999999
640,Zimbabwe,2019,2.694,7.95,0.759,56.2,0.632,-0.064,0.831
641,Central African Republic,2016,2.693,6.785,0.29,44.9,0.624,0.033,0.8590000000000001
642,Afghanistan,2017,2.662,7.697,0.491,52.8,0.42700000000000005,-0.121,0.9540000000000001
643,Afghanistan,2019,2.375,7.697,0.42,52.4,0.39399999999999996,-0.10800000000000001,0.924
